id,text,term,polarity,from,to,category,polarity2,,,,,term,category,,,combine
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,night scene,positive,92,103,,,,,,,night scene,,,,night scene 
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,spot,positive,38,42,,,,,,,spot,,,,spot 
1096,This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,,,,,ambience,positive,,,,,,ambience,,, ambience
261,I would defiantly come back here again as one of my top choices.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2366,One of us actually liked the expresso - that's it.,expresso,positive,29,37,,,,,,,expresso,,,,expresso 
2366,One of us actually liked the expresso - that's it.,,,,,food,conflict,,,,,,food,,, food
2331,Everyone was more then happy with his choices.,,,,,service,positive,,,,,,service,,, service
3275,Againcomma the waitress was awesome.,waitress,positive,11,19,,,,,,,waitress,,,,waitress 
3275,Againcomma the waitress was awesome.,,,,,service,positive,,,,,,service,,, service
3232,Worth the trip from Manhattan.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1591,I loved everythig about it-especially the shows and actors.,shows,positive,42,47,,,,,,,shows,,,,shows 
1591,I loved everythig about it-especially the shows and actors.,actors,positive,52,58,,,,,,,actors,,,,actors 
1591,I loved everythig about it-especially the shows and actors.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1591,I loved everythig about it-especially the shows and actors.,,,,,ambience,positive,,,,,,ambience,,, ambience
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,positive,4,11,,,,,,,service,,,,service 
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,positive,42,46,,,,,,,food,,,,food 
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,positive,84,93,,,,,,,hot sauce,,,,hot sauce 
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,meals,neutral,109,114,,,,,,,meals,,,,meals 
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,,,,food,positive,,,,,,food,,, food
2240,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,,,,,service,positive,,,,,,service,,, service
799,The food was just OKcomma I would never go back.,food,neutral,4,8,,,,,,,food,,,,food 
799,The food was just OKcomma I would never go back.,,,,,food,neutral,,,,,,food,,, food
799,The food was just OKcomma I would never go back.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2923,Zero ambiance to boot.,ambiance,negative,5,13,,,,,,,ambiance,,,,ambiance 
2923,Zero ambiance to boot.,,,,,ambience,negative,,,,,,ambience,,, ambience
854,Got a little loud after 8pm when the joint got full.,,,,,ambience,negative,,,,,,ambience,,, ambience
2854,Scalina Fedeli reminded me why service is so integral to fine dining.,service,positive,31,38,,,,,,,service,,,,service 
2854,Scalina Fedeli reminded me why service is so integral to fine dining.,dining,positive,62,68,,,,,,,dining,,,,dining 
2854,Scalina Fedeli reminded me why service is so integral to fine dining.,,,,,service,positive,,,,,,service,,, service
3392,i recommend the thai popcorn :),thai popcorn,positive,16,28,,,,,,,thai popcorn,,,,thai popcorn 
3392,i recommend the thai popcorn :),,,,,food,positive,,,,,,food,,, food
592,I can't wait for the nex time.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1844,Everything looks greatcomma the drinkscomma the decorcomma the foodcomma even the people.,drinks,positive,28,34,,,,,,,drinks,,,,drinks 
1844,Everything looks greatcomma the drinkscomma the decorcomma the foodcomma even the people.,decor,positive,40,45,,,,,,,decor,,,,decor 
1844,Everything looks greatcomma the drinkscomma the decorcomma the foodcomma even the people.,food,positive,51,55,,,,,,,food,,,,food 
1844,Everything looks greatcomma the drinkscomma the decorcomma the foodcomma even the people.,,,,,food,positive,,,,,,food,,, food
1844,Everything looks greatcomma the drinkscomma the decorcomma the foodcomma even the people.,,,,,ambience,positive,,,,,,ambience,,, ambience
2859,As soon as my father lifted his pen from the check a chef appeared to usher us out.,chef,negative,53,57,,,,,,,chef,,,,chef 
2859,As soon as my father lifted his pen from the check a chef appeared to usher us out.,check,neutral,45,50,,,,,,,check,,,,check 
2859,As soon as my father lifted his pen from the check a chef appeared to usher us out.,,,,,service,negative,,,,,,service,,, service
2431,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,parathas,positive,4,12,,,,,,,parathas,,,,parathas 
2431,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,kebabs,positive,17,23,,,,,,,kebabs,,,,kebabs 
2431,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,,,,,food,positive,,,,,,food,,, food
2999,Great neighborhood joint.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
741,The tuna and wasabe potatoes are excellent.,tuna,positive,4,8,,,,,,,tuna,,,,tuna 
741,The tuna and wasabe potatoes are excellent.,wasabe potatoes,positive,13,28,,,,,,,wasabe potatoes,,,,wasabe potatoes 
741,The tuna and wasabe potatoes are excellent.,,,,,food,positive,,,,,,food,,, food
775,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,negative,32,48,,,,,,,coat check girls,,,,coat check girls 
775,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,negative,132,148,,,,,,,coat check girls,,,,coat check girls 
775,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,,,,,service,negative,,,,,,service,,, service
800,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,positive,80,84,,,,,,,food,,,,food 
800,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,,,,,anecdotes/miscellaneous,neutral,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
800,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,,,,,food,positive,,,,,,food,,, food
896,Ummm...the beer was cold.,beer,positive,11,15,,,,,,,beer,,,,beer 
896,Ummm...the beer was cold.,,,,,food,positive,,,,,,food,,, food
446,I take all my NYC guests to VT's.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2958,It is sometimes a little crampedcomma and can get a little warmcomma but hellocomma it's NYC!,,,,,ambience,conflict,,,,,,ambience,,, ambience
1618,We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drinkcomma on the house.,desserts,positive,13,21,,,,,,,desserts,,,,desserts 
1618,We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drinkcomma on the house.,cannoli,positive,42,49,,,,,,,cannoli,,,,cannoli 
1618,We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drinkcomma on the house.,after dinner drink,positive,90,108,,,,,,,after dinner drink,,,,after dinner drink 
1618,We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drinkcomma on the house.,,,,,food,positive,,,,,,food,,, food
1618,We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drinkcomma on the house.,,,,,service,positive,,,,,,service,,, service
2254,Good crowdcomma good outdoor seatingcomma with a hip japanese vibe.,outdoor seating,positive,17,32,,,,,,,outdoor seating,,,,outdoor seating 
2254,Good crowdcomma good outdoor seatingcomma with a hip japanese vibe.,vibe,positive,54,58,,,,,,,vibe,,,,vibe 
2254,Good crowdcomma good outdoor seatingcomma with a hip japanese vibe.,,,,,ambience,positive,,,,,,ambience,,, ambience
894,Even with the prix fixe pricingcomma this restaurant is not worth it.,prix fixe pricing,conflict,14,31,,,,,,,prix fixe pricing,,,,prix fixe pricing 
894,Even with the prix fixe pricingcomma this restaurant is not worth it.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1800,We asked to be moved (which took half an hour)comma and then were seated in a high traffic area in the backcomma even though the rest of the room was practically empty.,room,neutral,133,137,,,,,,,room,,,,room 
1800,We asked to be moved (which took half an hour)comma and then were seated in a high traffic area in the backcomma even though the rest of the room was practically empty.,area,negative,87,91,,,,,,,area,,,,area 
1800,We asked to be moved (which took half an hour)comma and then were seated in a high traffic area in the backcomma even though the rest of the room was practically empty.,,,,,service,negative,,,,,,service,,, service
3253,Good to find a restaurant where the owners have some imagination and they have actually pulled it offcomma like in this case.,owners,positive,36,42,,,,,,,owners,,,,owners 
3253,Good to find a restaurant where the owners have some imagination and they have actually pulled it offcomma like in this case.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2411,Howevercomma their popularity has yet to slow downcomma and I still find myself drawn to their ambiance and delectable reputation.,ambiance,positive,87,95,,,,,,,ambiance,,,,ambiance 
2411,Howevercomma their popularity has yet to slow downcomma and I still find myself drawn to their ambiance and delectable reputation.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2411,Howevercomma their popularity has yet to slow downcomma and I still find myself drawn to their ambiance and delectable reputation.,,,,,ambience,positive,,,,,,ambience,,, ambience
3139,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waterscomma the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,tanks,negative,6,11,,,,,,,tanks,,,,tanks 
3139,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waterscomma the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,tanks,positive,122,127,,,,,,,tanks,,,,tanks 
3139,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waterscomma the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,dim sum,neutral,239,246,,,,,,,dim sum,,,,dim sum 
3139,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waterscomma the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,brunch,neutral,255,261,,,,,,,brunch,,,,brunch 
3139,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waterscomma the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,,,,,food,positive,,,,,,food,,, food
3139,Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waterscomma the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.,,,,,ambience,positive,,,,,,ambience,,, ambience
2667,The Halibut was too saltycomma dessert was so so (don't waste any of your calories) and service was poor.,Halibut,negative,4,11,,,,,,,Halibut,,,,Halibut 
